movie_id,title,primary_genre
1,Toy Story (1995),animation
2,GoldenEye (1995),action
3,Four Rooms (1995),thriller
4,Get Shorty (1995),action
5,Copycat (1995),crime
6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),drama
7,Twelve Monkeys (1995),drama
8,Babe (1995),children
9,Dead Man Walking (1995),drama
10,Richard III (1995),drama
11,Seven (Se7en) (1995),crime
12,"Usual Suspects, The (1995)",crime
13,Mighty Aphrodite (1995),comedy
14,"Postino, Il (1994)",drama
15,Mr. Holland's Opus (1995),drama
16,French Twist (Gazon maudit) (1995),comedy
17,From Dusk Till Dawn (1996),action
18,"White Balloon, The (1995)",drama
19,Antonia's Line (1995),drama
20,Angels and Insects (1995),drama
21,Muppet Treasure Island (1996),action
22,Braveheart (1995),action
23,Taxi Driver (1976),drama
24,Rumble in the Bronx (1995),action
25,"Birdcage, The (1996)",comedy
26,"Brothers McMullen, The (1995)",comedy
27,Bad Boys (1995),action
28,Apollo 13 (1995),action
29,Batman Forever (1995),action
30,Belle de jour (1967),drama
31,Crimson Tide (1995),drama
32,Crumb (1994),documentary
33,Desperado (1995),action
34,"Doom Generation, The (1995)",comedy
35,Free Willy 2: The Adventure Home (1995),adventure
36,Mad Love (1995),drama
37,Nadja (1994),drama
38,"Net, The (1995)",sci-fi
39,Strange Days (1995),action
40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",comedy
41,Billy Madison (1995),comedy
42,Clerks (1994),comedy
43,Disclosure (1994),drama
44,Dolores Claiborne (1994),drama
45,Eat Drink Man Woman (1994),comedy
46,Exotica (1994),drama
47,Ed Wood (1994),comedy
48,Hoop Dreams (1994),documentary
49,I.Q. (1994),comedy
50,Star Wars (1977),action
51,Legends of the Fall (1994),drama
52,"Madness of King George, The (1994)",drama
53,Natural Born Killers (1994),action
54,Outbreak (1995),action
55,"Professional, The (1994)",crime
56,Pulp Fiction (1994),crime
57,Priest (1994),drama
58,Quiz Show (1994),drama
59,Three Colors: Red (1994),drama
60,Three Colors: Blue (1993),drama
61,Three Colors: White (1994),drama
62,Stargate (1994),action
63,"Santa Clause, The (1994)",children
64,"Shawshank Redemption, The (1994)",drama
65,What's Eating Gilbert Grape (1993),comedy
66,While You Were Sleeping (1995),comedy
67,Ace Ventura: Pet Detective (1994),comedy
68,"Crow, The (1994)",action
69,Forrest Gump (1994),comedy
70,Four Weddings and a Funeral (1994),comedy
71,"Lion King, The (1994)",animation
72,"Mask, The (1994)",comedy
73,Maverick (1994),action
74,Faster Pussycat! Kill! Kill! (1965),action
75,Brother Minister: The Assassination of Malcolm X (1994),documentary
76,Carlito's Way (1993),crime
77,"Firm, The (1993)",drama
78,Free Willy (1993),adventure
79,"Fugitive, The (1993)",action
80,Hot Shots! Part Deux (1993),action
81,"Hudsucker Proxy, The (1994)",comedy
82,Jurassic Park (1993),action
83,Much Ado About Nothing (1993),comedy
84,Robert A. Heinlein's The Puppet Masters (1994),horror
85,"Ref, The (1994)",comedy
86,"Remains of the Day, The (1993)",drama
87,Searching for Bobby Fischer (1993),drama
88,Sleepless in Seattle (1993),comedy
89,Blade Runner (1982),film-noir
90,So I Married an Axe Murderer (1993),comedy
91,"Nightmare Before Christmas, The (1993)",children
92,True Romance (1993),action
93,Welcome to the Dollhouse (1995),comedy
94,Home Alone (1990),children
95,Aladdin (1992),animation
96,Terminator 2: Judgment Day (1991),action
97,Dances with Wolves (1990),adventure
98,"Silence of the Lambs, The (1991)",drama
99,Snow White and the Seven Dwarfs (1937),animation
100,Fargo (1996),crime
101,Heavy Metal (1981),action
102,"Aristocats, The (1970)",animation
103,All Dogs Go to Heaven 2 (1996),animation
104,Theodore Rex (1995),comedy
105,Sgt. Bilko (1996),comedy
106,Diabolique (1996),drama
107,Moll Flanders (1996),drama
108,Kids in the Hall: Brain Candy (1996),comedy
109,Mystery Science Theater 3000: The Movie (1996),comedy
110,Operation Dumbo Drop (1995),action
111,"Truth About Cats & Dogs, The (1996)",comedy
112,Flipper (1996),adventure
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",drama
114,Wallace & Gromit: The Best of Aardman Animation (1996),animation
115,"Haunted World of Edward D. Wood Jr., The (1995)",documentary
116,Cold Comfort Farm (1995),comedy
117,"Rock, The (1996)",action
118,Twister (1996),action
119,Maya Lin: A Strong Clear Vision (1994),documentary
120,Striptease (1996),comedy
121,Independence Day (ID4) (1996),action
122,"Cable Guy, The (1996)",comedy
123,"Frighteners, The (1996)",comedy
124,Lone Star (1996),drama
125,Phenomenon (1996),drama
126,"Spitfire Grill, The (1996)",drama
127,"Godfather, The (1972)",action
128,Supercop (1992),action
129,Bound (1996),crime
130,Kansas City (1996),crime
131,Breakfast at Tiffany's (1961),drama
132,"Wizard of Oz, The (1939)",adventure
133,Gone with the Wind (1939),drama
134,Citizen Kane (1941),drama
135,2001: A Space Odyssey (1968),drama
136,Mr. Smith Goes to Washington (1939),drama
137,Big Night (1996),drama
138,D3: The Mighty Ducks (1996),children
139,"Love Bug, The (1969)",children
140,Homeward Bound: The Incredible Journey (1993),adventure
141,"20,000 Leagues Under the Sea (1954)",adventure
142,Bedknobs and Broomsticks (1971),adventure
143,"Sound of Music, The (1965)",musical
144,Die Hard (1988),action
145,"Lawnmower Man, The (1992)",action
146,Unhook the Stars (1996),drama
147,"Long Kiss Goodnight, The (1996)",action
148,"Ghost and the Darkness, The (1996)",action
149,Jude (1996),drama
150,Swingers (1996),comedy
151,Willy Wonka and the Chocolate Factory (1971),adventure
152,Sleeper (1973),comedy
153,"Fish Called Wanda, A (1988)",comedy
154,Monty Python's Life of Brian (1979),comedy
155,Dirty Dancing (1987),musical
156,Reservoir Dogs (1992),crime
157,Platoon (1986),drama
158,Weekend at Bernie's (1989),comedy
159,Basic Instinct (1992),mystery
160,Glengarry Glen Ross (1992),drama
161,Top Gun (1986),action
162,On Golden Pond (1981),drama
163,"Return of the Pink Panther, The (1974)",comedy
164,"Abyss, The (1989)",action
165,Jean de Florette (1986),drama
166,Manon of the Spring (Manon des sources) (1986),drama
167,Private Benjamin (1980),comedy
168,Monty Python and the Holy Grail (1974),comedy
169,"Wrong Trousers, The (1993)",animation
170,Cinema Paradiso (1988),comedy
171,Delicatessen (1991),comedy
172,"Empire Strikes Back, The (1980)",action
173,"Princess Bride, The (1987)",action
174,Raiders of the Lost Ark (1981),action
175,Brazil (1985),sci-fi
176,Aliens (1986),action
177,"Good, The Bad and The Ugly, The (1966)",action
178,12 Angry Men (1957),drama
179,"Clockwork Orange, A (1971)",sci-fi
180,Apocalypse Now (1979),drama
181,Return of the Jedi (1983),action
182,GoodFellas (1990),crime
183,Alien (1979),action
184,Army of Darkness (1993),action
185,Psycho (1960),horror
186,"Blues Brothers, The (1980)",action
187,"Godfather: Part II, The (1974)",action
188,Full Metal Jacket (1987),action
189,"Grand Day Out, A (1992)",animation
190,Henry V (1989),drama
191,Amadeus (1984),drama
192,Raging Bull (1980),drama
193,"Right Stuff, The (1983)",drama
194,"Sting, The (1973)",comedy
195,"Terminator, The (1984)",action
196,Dead Poets Society (1989),drama
197,"Graduate, The (1967)",drama
198,Nikita (La Femme Nikita) (1990),thriller
199,"Bridge on the River Kwai, The (1957)",drama
200,"Shining, The (1980)",horror
201,Evil Dead II (1987),action
202,Groundhog Day (1993),comedy
203,Unforgiven (1992),western
204,Back to the Future (1985),comedy
205,Patton (1970),drama
206,Akira (1988),adventure
207,Cyrano de Bergerac (1990),action
208,Young Frankenstein (1974),comedy
209,This Is Spinal Tap (1984),comedy
210,Indiana Jones and the Last Crusade (1989),action
211,M*A*S*H (1970),comedy
212,"Unbearable Lightness of Being, The (1988)",drama
213,"Room with a View, A (1986)",drama
214,Pink Floyd - The Wall (1982),drama
215,Field of Dreams (1989),drama
216,When Harry Met Sally... (1989),comedy
217,Bram Stoker's Dracula (1992),horror
218,Cape Fear (1991),thriller
219,"Nightmare on Elm Street, A (1984)",horror
220,"Mirror Has Two Faces, The (1996)",comedy
221,Breaking the Waves (1996),drama
222,Star Trek: First Contact (1996),action
223,Sling Blade (1996),drama
224,Ridicule (1996),drama
225,101 Dalmatians (1996),children
226,Die Hard 2 (1990),action
227,Star Trek VI: The Undiscovered Country (1991),action
228,Star Trek: The Wrath of Khan (1982),action
229,Star Trek III: The Search for Spock (1984),action
230,Star Trek IV: The Voyage Home (1986),action
231,Batman Returns (1992),action
232,Young Guns (1988),action
233,Under Siege (1992),action
234,Jaws (1975),action
235,Mars Attacks! (1996),action
236,Citizen Ruth (1996),comedy
237,Jerry Maguire (1996),drama
238,Raising Arizona (1987),comedy
239,Sneakers (1992),crime
240,Beavis and Butt-head Do America (1996),animation
241,"Last of the Mohicans, The (1992)",action
242,Kolya (1996),comedy
243,Jungle2Jungle (1997),children
244,Smilla's Sense of Snow (1997),action
245,"Devil's Own, The (1997)",action
246,Chasing Amy (1997),drama
247,Turbo: A Power Rangers Movie (1997),action
248,Grosse Pointe Blank (1997),comedy
249,Austin Powers: International Man of Mystery (1997),comedy
250,"Fifth Element, The (1997)",action
251,Shall We Dance? (1996),comedy
252,"Lost World: Jurassic Park, The (1997)",action
253,"Pillow Book, The (1995)",drama
254,Batman & Robin (1997),action
255,My Best Friend's Wedding (1997),comedy
256,When the Cats Away (Chacun cherche son chat) (1996),comedy
257,Men in Black (1997),action
258,Contact (1997),drama
259,George of the Jungle (1997),children
260,Event Horizon (1997),action
261,Air Bud (1997),children
262,In the Company of Men (1997),drama
263,Steel (1997),action
264,Mimic (1997),sci-fi
265,"Hunt for Red October, The (1990)",action
266,Kull the Conqueror (1997),action
267,unknown,unknown
268,Chasing Amy (1997),drama
269,"Full Monty, The (1997)",comedy
270,Gattaca (1997),drama
271,Starship Troopers (1997),action
272,Good Will Hunting (1997),drama
273,Heat (1995),action
274,Sabrina (1995),comedy
275,Sense and Sensibility (1995),drama
276,Leaving Las Vegas (1995),drama
277,Restoration (1995),drama
278,Bed of Roses (1996),drama
279,Once Upon a Time... When We Were Colored (1995),drama
280,Up Close and Personal (1996),drama
281,"River Wild, The (1994)",action
282,"Time to Kill, A (1996)",drama
283,Emma (1996),drama
284,Tin Cup (1996),comedy
285,Secrets & Lies (1996),drama
286,"English Patient, The (1996)",drama
287,Marvin's Room (1996),drama
288,Scream (1996),horror
289,Evita (1996),drama
290,Fierce Creatures (1997),comedy
291,Absolute Power (1997),mystery
292,Rosewood (1997),drama
293,Donnie Brasco (1997),crime
294,Liar Liar (1997),comedy
295,Breakdown (1997),action
296,"Promesse, La (1996)",drama
297,Ulee's Gold (1997),drama
298,Face/Off (1997),action
299,Hoodlum (1997),crime
300,Air Force One (1997),action
301,In & Out (1997),comedy
302,L.A. Confidential (1997),crime
303,Ulee's Gold (1997),drama
304,Fly Away Home (1996),adventure
305,"Ice Storm, The (1997)",drama
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",drama
307,"Devil's Advocate, The (1997)",crime
308,FairyTale: A True Story (1997),children
309,Deceiver (1997),crime
310,"Rainmaker, The (1997)",drama
311,"Wings of the Dove, The (1997)",drama
312,Midnight in the Garden of Good and Evil (1997),comedy
313,Titanic (1997),action
314,3 Ninjas: High Noon At Mega Mountain (1998),action
315,Apt Pupil (1998),drama
316,As Good As It Gets (1997),comedy
317,In the Name of the Father (1993),drama
318,Schindler's List (1993),drama
319,Everyone Says I Love You (1996),comedy
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),documentary
321,Mother (1996),comedy
322,Murder at 1600 (1997),mystery
323,Dante's Peak (1997),action
324,Lost Highway (1997),mystery
325,Crash (1996),drama
326,G.I. Jane (1997),action
327,Cop Land (1997),crime
328,Conspiracy Theory (1997),action
329,Desperate Measures (1998),crime
330,187 (1997),drama
331,"Edge, The (1997)",adventure
332,Kiss the Girls (1997),crime
333,"Game, The (1997)",mystery
334,U Turn (1997),action
335,How to Be a Player (1997),comedy
336,Playing God (1997),crime
337,"House of Yes, The (1997)",comedy
338,Bean (1997),comedy
339,Mad City (1997),action
340,Boogie Nights (1997),drama
341,Critical Care (1997),comedy
342,"Man Who Knew Too Little, The (1997)",comedy
343,Alien: Resurrection (1997),action
344,"Apostle, The (1997)",drama
345,Deconstructing Harry (1997),comedy
346,Jackie Brown (1997),crime
347,Wag the Dog (1997),comedy
348,Desperate Measures (1998),crime
349,Hard Rain (1998),action
350,Fallen (1998),action
351,"Prophecy II, The (1998)",horror
352,Spice World (1997),comedy
353,Deep Rising (1998),action
354,"Wedding Singer, The (1998)",comedy
355,Sphere (1998),adventure
356,"Client, The (1994)",drama
357,One Flew Over the Cuckoo's Nest (1975),drama
358,Spawn (1997),action
359,"Assignment, The (1997)",thriller
360,Wonderland (1997),documentary
361,Incognito (1997),crime
362,Blues Brothers 2000 (1998),action
363,Sudden Death (1995),action
364,Ace Ventura: When Nature Calls (1995),comedy
365,Powder (1995),drama
366,Dangerous Minds (1995),drama
367,Clueless (1995),comedy
368,Bio-Dome (1996),comedy
369,Black Sheep (1996),comedy
370,Mary Reilly (1996),drama
371,"Bridges of Madison County, The (1995)",drama
372,Jeffrey (1995),comedy
373,Judge Dredd (1995),action
374,Mighty Morphin Power Rangers: The Movie (1995),action
375,Showgirls (1995),drama
376,Houseguest (1994),comedy
377,Heavyweights (1994),children
378,Miracle on 34th Street (1994),drama
379,Tales From the Crypt Presents: Demon Knight (1995),horror
380,Star Trek: Generations (1994),action
381,Muriel's Wedding (1994),comedy
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",comedy
383,"Flintstones, The (1994)",children
384,Naked Gun 33 1/3: The Final Insult (1994),comedy
385,True Lies (1994),action
386,Addams Family Values (1993),comedy
387,"Age of Innocence, The (1993)",drama
388,Beverly Hills Cop III (1994),action
389,Black Beauty (1994),adventure
390,Fear of a Black Hat (1993),comedy
391,Last Action Hero (1993),action
392,"Man Without a Face, The (1993)",drama
393,Mrs. Doubtfire (1993),comedy
394,Radioland Murders (1994),comedy
395,Robin Hood: Men in Tights (1993),comedy
396,Serial Mom (1994),comedy
397,Striking Distance (1993),action
398,Super Mario Bros. (1993),action
399,"Three Musketeers, The (1993)",action
400,"Little Rascals, The (1994)",children
401,"Brady Bunch Movie, The (1995)",comedy
402,Ghost (1990),comedy
403,Batman (1989),action
404,Pinocchio (1940),animation
405,Mission: Impossible (1996),action
406,Thinner (1996),horror
407,Spy Hard (1996),comedy
408,"Close Shave, A (1995)",animation
409,Jack (1996),comedy
410,Kingpin (1996),comedy
411,"Nutty Professor, The (1996)",comedy
412,"Very Brady Sequel, A (1996)",comedy
413,Tales from the Crypt Presents: Bordello of Blood (1996),horror
414,My Favorite Year (1982),comedy
415,"Apple Dumpling Gang, The (1975)",children
416,Old Yeller (1957),children
417,"Parent Trap, The (1961)",children
418,Cinderella (1950),animation
419,Mary Poppins (1964),children
420,Alice in Wonderland (1951),animation
421,William Shakespeare's Romeo and Juliet (1996),drama
422,Aladdin and the King of Thieves (1996),animation
423,E.T. the Extra-Terrestrial (1982),children
424,Children of the Corn: The Gathering (1996),horror
425,Bob Roberts (1992),comedy
426,"Transformers: The Movie, The (1986)",action
427,To Kill a Mockingbird (1962),drama
428,Harold and Maude (1971),comedy
429,"Day the Earth Stood Still, The (1951)",drama
430,Duck Soup (1933),comedy
431,Highlander (1986),action
432,Fantasia (1940),animation
433,Heathers (1989),comedy
434,Forbidden Planet (1956),sci-fi
435,Butch Cassidy and the Sundance Kid (1969),action
436,"American Werewolf in London, An (1981)",horror
437,Amityville 1992: It's About Time (1992),horror
438,Amityville 3-D (1983),horror
439,Amityville: A New Generation (1993),horror
440,Amityville II: The Possession (1982),horror
441,"Amityville Horror, The (1979)",horror
442,"Amityville Curse, The (1990)",horror
443,"Birds, The (1963)",horror
444,"Blob, The (1958)",horror
445,"Body Snatcher, The (1945)",horror
446,Burnt Offerings (1976),horror
447,Carrie (1976),horror
448,"Omen, The (1976)",horror
449,Star Trek: The Motion Picture (1979),action
450,Star Trek V: The Final Frontier (1989),action
451,Grease (1978),comedy
452,Jaws 2 (1978),action
453,Jaws 3-D (1983),action
454,Bastard Out of Carolina (1996),drama
455,Jackie Chan's First Strike (1996),action
456,Beverly Hills Ninja (1997),action
457,Free Willy 3: The Rescue (1997),adventure
458,Nixon (1995),drama
459,"Cry, the Beloved Country (1995)",drama
460,"Crossing Guard, The (1995)",drama
461,Smoke (1995),drama
462,Like Water For Chocolate (Como agua para chocolate) (1992),drama
463,"Secret of Roan Inish, The (1994)",adventure
464,Vanya on 42nd Street (1994),drama
465,"Jungle Book, The (1994)",adventure
466,Red Rock West (1992),thriller
467,"Bronx Tale, A (1993)",drama
468,Rudy (1993),drama
469,Short Cuts (1993),drama
470,Tombstone (1993),western
471,Courage Under Fire (1996),drama
472,Dragonheart (1996),action
473,James and the Giant Peach (1996),animation
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),sci-fi
475,Trainspotting (1996),drama
476,"First Wives Club, The (1996)",comedy
477,Matilda (1996),children
478,"Philadelphia Story, The (1940)",comedy
479,Vertigo (1958),mystery
480,North by Northwest (1959),comedy
481,"Apartment, The (1960)",comedy
482,Some Like It Hot (1959),comedy
483,Casablanca (1942),drama
484,"Maltese Falcon, The (1941)",film-noir
485,My Fair Lady (1964),musical
486,Sabrina (1954),comedy
487,Roman Holiday (1953),comedy
488,Sunset Blvd. (1950),film-noir
489,Notorious (1946),film-noir
490,To Catch a Thief (1955),comedy
491,"Adventures of Robin Hood, The (1938)",action
492,East of Eden (1955),drama
493,"Thin Man, The (1934)",mystery
494,His Girl Friday (1940),comedy
495,Around the World in 80 Days (1956),adventure
496,It's a Wonderful Life (1946),drama
497,Bringing Up Baby (1938),comedy
498,"African Queen, The (1951)",action
499,Cat on a Hot Tin Roof (1958),drama
500,Fly Away Home (1996),adventure
501,Dumbo (1941),animation
502,Bananas (1971),comedy
503,"Candidate, The (1972)",drama
504,Bonnie and Clyde (1967),crime
505,Dial M for Murder (1954),mystery
506,Rebel Without a Cause (1955),drama
507,"Streetcar Named Desire, A (1951)",drama
508,"People vs. Larry Flynt, The (1996)",drama
509,My Left Foot (1989),drama
510,"Magnificent Seven, The (1954)",action
511,Lawrence of Arabia (1962),adventure
512,Wings of Desire (1987),comedy
513,"Third Man, The (1949)",mystery
514,Annie Hall (1977),comedy
515,"Boot, Das (1981)",action
516,Local Hero (1983),comedy
517,Manhattan (1979),comedy
518,Miller's Crossing (1990),drama
519,"Treasure of the Sierra Madre, The (1948)",adventure
520,"Great Escape, The (1963)",adventure
521,"Deer Hunter, The (1978)",drama
522,Down by Law (1986),comedy
523,Cool Hand Luke (1967),comedy
524,"Great Dictator, The (1940)",comedy
525,"Big Sleep, The (1946)",film-noir
526,Ben-Hur (1959),action
527,Gandhi (1982),drama
528,"Killing Fields, The (1984)",drama
529,My Life as a Dog (Mitt liv som hund) (1985),drama
530,"Man Who Would Be King, The (1975)",adventure
531,Shine (1996),drama
532,Kama Sutra: A Tale of Love (1996),romance
533,"Daytrippers, The (1996)",mystery
534,Traveller (1997),drama
535,Addicted to Love (1997),comedy
536,Ponette (1996),drama
537,My Own Private Idaho (1991),drama
538,Anastasia (1997),animation
539,Mouse Hunt (1997),children
540,Money Train (1995),action
541,Mortal Kombat (1995),action
542,Pocahontas (1995),animation
543,"Misérables, Les (1995)",drama
544,Things to Do in Denver when You're Dead (1995),crime
545,Vampire in Brooklyn (1995),comedy
546,Broken Arrow (1996),action
547,"Young Poisoner's Handbook, The (1995)",crime
548,"NeverEnding Story III, The (1994)",children
549,Rob Roy (1995),drama
550,Die Hard: With a Vengeance (1995),action
551,Lord of Illusions (1995),horror
552,Species (1995),sci-fi
553,"Walk in the Clouds, A (1995)",drama
554,Waterworld (1995),action
555,White Man's Burden (1995),drama
556,Wild Bill (1995),western
557,Farinelli: il castrato (1994),drama
558,Heavenly Creatures (1994),drama
559,Interview with the Vampire (1994),drama
560,"Kid in King Arthur's Court, A (1995)",adventure
561,Mary Shelley's Frankenstein (1994),drama
562,"Quick and the Dead, The (1995)",action
